gbifID,occurrenceID,catalogNumber,specimen_code,view,genusKey,genus,subfamily,species,scientificName,verbatimScientificName,taxonRank,sex,caste,typeStatus,stateProvince,locality,decimalLatitude,decimalLongitude,elevation,eventDate,recordedBy,identifiedBy,image_url,image_title,creator,license,rightsHolder,issues,genus_gbif,shot_index,image_path,image_source,split
865075470,CAS:ANTWEB:casent0003246,casent0003246,casent0003246,p,1320203,Strumigenys,myrmicinae,Strumigenys adsita,Strumigenys adsita Fisher,,SPECIES,,worker,Holotype,Fianarantsoa,"28 km. SSW Ambositra, Ankazomivady",-20.775,47.16833,1670.0,1998-01-12,H.G. Robertson,,https://www.antweb.org/images/casent0003246/casent0003246_p_1_high.jpg,casent0003246 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0003246_p.jpg,commons,train
865075363,CAS:ANTWEB:casent0003280,casent0003280,casent0003280,p,1326355,Mystrium,amblyoponinae,Mystrium labyrinth,"Mystrium labyrinth Yoshimura & Fisher, 2014",,SPECIES,,worker,,Toamasina,"6.9 km NE Ambanizana, Ambohitsitondroina",-15.58506,50.00952,825.0,1993-12-02,Brian L. Fisher,Masashi Yoshimura,https://www.antweb.org/images/casent0003280/casent0003280_p_1_high.jpg,casent0003280 profile view 1,Michele Esposito,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2012",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0003280_p.jpg,gbif_cache,train
865075476,CAS:ANTWEB:casent0003307,casent0003307,casent0003307,p,1326355,Mystrium,amblyoponinae,Mystrium mysticum,"Mystrium mysticum Roger, 1862",,SPECIES,,worker,,Antananarivo,Ambatomanjaka; Miarinarivo,-18.76695,46.86911,1343.0,,,,https://www.antweb.org/images/casent0003307/casent0003307_p_1_high.jpg,casent0003307 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0003307_p.jpg,commons,train
865075361,CAS:ANTWEB:casent0003308,casent0003308,casent0003308,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Antananarivo,Ambatomanjaka; Miarinarivo,-18.76695,46.86911,1343.0,1896-12-31,Sikora,Masashi Yoshimura,https://www.antweb.org/images/casent0003308/casent0003308_p_1_high.jpg,casent0003308 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0003308_p.jpg,commons,train
865075384,CAS:ANTWEB:casent0003309,casent0003309,casent0003309,p,1326355,Mystrium,amblyoponinae,Mystrium mysticum,"Mystrium mysticum Roger, 1862",,SPECIES,,worker,,Toliara,Fort Dauphin; Taolagnaro,-25.02,46.9833,2.0,1899-12-31,Sikora,Masashi Yoshimura,https://www.antweb.org/images/casent0003309/casent0003309_p_1_high.jpg,casent0003309 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0003309_p.jpg,commons,train
865075407,CAS:ANTWEB:casent0003310,casent0003310,casent0003310,p,1326355,Mystrium,amblyoponinae,Mystrium mysticum,"Mystrium mysticum Roger, 1862",,SPECIES,,worker,,Antananarivo,Ambatomanjaka; Miarinarivo,-18.76695,46.86911,1343.0,,Sikora,Masashi Yoshimura,https://www.antweb.org/images/casent0003310/casent0003310_p_1_high.jpg,casent0003310 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0003310_p.jpg,commons,train
865075393,CAS:ANTWEB:casent0003327,casent0003327,casent0003327,p,1314419,Monomorium,myrmicinae,Monomorium termitobium,"Monomorium termitobium Forel, 1892",,SPECIES,,worker,,Fianarantsoa,27.4 km SSW Ambositra,-20.77,47.18667,1600.0,1998-01-15,Brian L. Fisher,,https://www.antweb.org/images/casent0003327/casent0003327_p_1_high.jpg,casent0003327 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Monomorium,1,data/images/Monomorium/casent0003327_p.jpg,commons,train
865075815,CAS:ANTWEB:casent0003806,casent0003806,casent0003806,p,1326355,Mystrium,amblyoponinae,Mystrium mysticum,"Mystrium mysticum Roger, 1862",,SPECIES,,worker,,Toliara,"Forêt de Beroboka, 5.9 km 131° SE Ankidranoka",-22.23306,43.36633,80.0,2002-03-12/2002-03-16,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,Masashi Yoshimura,https://www.antweb.org/images/casent0003806/casent0003806_p_1_high.jpg,casent0003806 profile view 1,Erin Prado,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0003806_p.jpg,commons,test
865075774,CAS:ANTWEB:casent0003814,casent0003814,casent0003814,p,1321215,Leptogenys,ponerinae,Leptogenys falcigera,"Leptogenys falcigera Roger, 1861",,SPECIES,,worker,,Toliara,"Forêt de Beroboka, 5.9 km 131° SE Ankidranoka",-22.23306,43.36633,80.0,2002-03-12/2002-03-16,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0003814/casent0003814_p_1_high.jpg,casent0003814 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Leptogenys,1,data/images/Leptogenys/casent0003814_p.jpg,commons,train
865075867,CAS:ANTWEB:casent0003992,casent0003992,casent0003992,p,1314419,Monomorium,myrmicinae,Monomorium termitobium,"Monomorium termitobium Forel, 1892",,SPECIES,,worker,,Toliara,"Mahafaly Plateau, 6.2 km 74° ENE Itampolo",-24.65361,43.99667,80.0,2002-02-21/2002-02-25,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0003992/casent0003992_p_1_high.jpg,casent0003992 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Monomorium,1,data/images/Monomorium/casent0003992_p.jpg,commons,test
865076247,CAS:ANTWEB:casent0004369,casent0004369,casent0004369,p,1320203,Strumigenys,myrmicinae,Strumigenys cabira,Strumigenys cabira Fisher,,SPECIES,,worker,Holotype,Toliara,"11 km NW Enakara, Rés. Andohahela",-24.56667,46.83333,800.0,1992-11-17,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0004369/casent0004369_p_1_high.jpg,casent0004369 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0004369_p.jpg,gbif_cache,train
865076262,CAS:ANTWEB:casent0004370,casent0004370,casent0004370,p,1320203,Strumigenys,myrmicinae,Strumigenys bola,Strumigenys bola Fisher,,SPECIES,,worker,Paratype,Antsiranana,"9.2 km WSW Befingotra, Rés. Anjanaharibe-Sud",-14.75,49.46667,1200.0,1994-11-10,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0004370/casent0004370_p_1_high.jpg,casent0004370 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0004370_p.jpg,commons,train
865076415,CAS:ANTWEB:casent0005445,casent0005445,casent0005445,p,1320203,Strumigenys,myrmicinae,Strumigenys ambatrix,Strumigenys ambatrix,,SPECIES,,worker,Paratype,Toamasina,"5.3 km SSE Ambanizana, Andranobe",-15.67133,49.97395,425.0,1993-11-21,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0005445/casent0005445_p_1_high.jpg,casent0005445 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0005445_p.jpg,commons,train
865076442,CAS:ANTWEB:casent0005446,casent0005446,casent0005446,p,1320203,Strumigenys,myrmicinae,Strumigenys ambatrix,Strumigenys ambatrix,,SPECIES,,worker,Paratype,Toamasina,"5.3 km SSE Ambanizana, Andranobe",-15.67133,49.97395,425.0,1993-11-21,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0005446/casent0005446_p_1_high.jpg,casent0005446 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0005446_p.jpg,commons,train
865076465,CAS:ANTWEB:casent0005447,casent0005447,casent0005447,p,1320203,Strumigenys,myrmicinae,Strumigenys ambatrix,Strumigenys ambatrix,,SPECIES,,worker,Paratype,Toamasina,"5.3 km SSE Ambanizana, Andranobe",-15.67133,49.97395,425.0,1993-11-21,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0005447/casent0005447_p_1_high.jpg,casent0005447 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0005447_p.jpg,commons,train
865076485,CAS:ANTWEB:casent0005448,casent0005448,casent0005448,p,1320203,Strumigenys,myrmicinae,Strumigenys erynnes,Strumigenys erynnes,,SPECIES,,worker,Paratype,Fianarantsoa,45km S. Ambalavao,-22.21667,47.01667,785.0,1993-09-25,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0005448/casent0005448_p_1_high.jpg,casent0005448 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0005448_p.jpg,commons,train
