specimen_code,genus,split,gbifID,eventDate,image_url,image_path,download_failed,error
casent0000793,Leptogenys,test,865074221,2001-11-16/2001-11-20,https://www.antweb.org/images/casent0000793/casent0000793_p_1_high.jpg,data/images/Leptogenys/casent0000793_p.jpg,True,HTTP 404
casent0000842,Tanipone,test,865074231,2001-11-28/2001-12-03,https://www.antweb.org/images/casent0000842/casent0000842_p_1_high.jpg,data/images/Tanipone/casent0000842_p.jpg,True,HTTP 404
casent0001069,Mystrium,train,865074374,2002-01-24,https://www.antweb.org/images/casent0001069/casent0001069_p_1_high.jpg,data/images/Mystrium/casent0001069_p.jpg,True,HTTP 404
casent0001154,Mystrium,test,865074430,2002-01-24,https://www.antweb.org/images/casent0001154/casent0001154_p_1_high.jpg,data/images/Mystrium/casent0001154_p.jpg,True,HTTP 404
casent0001187,Tanipone,train,865074453,2002-02-03/2002-02-08,https://www.antweb.org/images/casent0001187/casent0001187_p_1_high.jpg,data/images/Tanipone/casent0001187_p.jpg,True,HTTP 404
casent0001203,Leptogenys,train,865074513,2002-01-21/2002-01-25,https://www.antweb.org/images/casent0001203/casent0001203_p_1_high.jpg,data/images/Leptogenys/casent0001203_p.jpg,True,HTTP 404
casent0001332,Camponotus,train,865074534,2002-01-24,https://www.antweb.org/images/casent0001332/casent0001332_p_1_high.jpg,data/images/Camponotus/casent0001332_p.jpg,True,HTTP 404
casent0001335,Tanipone,train,865074615,2002-01-16/2002-01-20,https://www.antweb.org/images/casent0001335/casent0001335_p_1_high.jpg,data/images/Tanipone/casent0001335_p.jpg,True,HTTP 404
casent0001369,Nesomyrmex,test,865074676,2002-01-16/2002-01-20,https://www.antweb.org/images/casent0001369/casent0001369_p_1_high.jpg,data/images/Nesomyrmex/casent0001369_p.jpg,True,HTTP 404
casent0001385,Aphaenogaster,train,865074627,2002-01-16/2002-01-20,https://www.antweb.org/images/casent0001385/casent0001385_p_1_high.jpg,data/images/Aphaenogaster/casent0001385_p.jpg,True,HTTP 404
casent0001423,Leptogenys,test,865074658,2001-11-28/2001-12-03,https://www.antweb.org/images/casent0001423/casent0001423_p_1_high.jpg,data/images/Leptogenys/casent0001423_p.jpg,True,HTTP 404
casent0002031,Stigmatomma,test,865074737,2001-02-02/2001-02-07,https://www.antweb.org/images/casent0002031/casent0002031_p_2_high.jpg,data/images/Stigmatomma/casent0002031_p.jpg,True,HTTP 404
casent0002075,Mystrium,train,865074772,2001-01-26/2001-01-31,https://www.antweb.org/images/casent0002075/casent0002075_p_1_high.jpg,data/images/Mystrium/casent0002075_p.jpg,True,HTTP 404
casent0002078,Stigmatomma,train,865074732,2001-02-02/2001-02-07,https://www.antweb.org/images/casent0002078/casent0002078_p_10_high.jpg,data/images/Stigmatomma/casent0002078_p.jpg,True,HTTP 404
casent0002092,Mystrium,train,865074834,2001-02-16/2001-02-21,https://www.antweb.org/images/casent0002092/casent0002092_p_1_high.jpg,data/images/Mystrium/casent0002092_p.jpg,True,HTTP 404
casent0002095,Mystrium,train,865074798,2001-02-16/2001-02-21,https://www.antweb.org/images/casent0002095/casent0002095_p_1_high.jpg,data/images/Mystrium/casent0002095_p.jpg,True,HTTP 404
casent0002102,Mystrium,train,865074816,2001-01-26/2001-01-31,https://www.antweb.org/images/casent0002102/casent0002102_p_1_high.jpg,data/images/Mystrium/casent0002102_p.jpg,True,HTTP 404
casent0002104,Stigmatomma,train,865074804,2001-02-02/2001-02-07,https://www.antweb.org/images/casent0002104/casent0002104_p_1_high.jpg,data/images/Stigmatomma/casent0002104_p.jpg,True,HTTP 404
casent0002116,Mystrium,train,865074861,2001-02-16/2001-02-21,https://www.antweb.org/images/casent0002116/casent0002116_p_1_high.jpg,data/images/Mystrium/casent0002116_p.jpg,True,HTTP 404
casent0002140,Stigmatomma,train,865074886,2000-12-05/2000-12-13,https://www.antweb.org/images/casent0002140/casent0002140_p_1_high.jpg,data/images/Stigmatomma/casent0002140_p.jpg,True,HTTP 404
casent0002200,Leptogenys,train,865074930,2002-02-17,https://www.antweb.org/images/casent0002200/casent0002200_p_1_high.jpg,data/images/Leptogenys/casent0002200_p.jpg,True,HTTP 404
casent0002219,Royidris,train,865074924,2002-02-13/2002-02-19,https://www.antweb.org/images/casent0002219/casent0002219_p_1_high.jpg,data/images/Royidris/casent0002219_p.jpg,True,HTTP 404
casent0002223,Leptogenys,train,865074934,2002-02-13/2002-02-19,https://www.antweb.org/images/casent0002223/casent0002223_p_1_high.jpg,data/images/Leptogenys/casent0002223_p.jpg,True,HTTP 404
casent0002244,Royidris,train,865074919,2002-02-17,https://www.antweb.org/images/casent0002244/casent0002244_p_1_high.jpg,data/images/Royidris/casent0002244_p.jpg,True,HTTP 404
casent0002250,Royidris,train,865074954,2002-02-13/2002-02-19,https://www.antweb.org/images/casent0002250/casent0002250_p_1_high.jpg,data/images/Royidris/casent0002250_p.jpg,True,HTTP 404
casent0002257,Royidris,test,865074972,2002-02-13/2002-02-19,https://www.antweb.org/images/casent0002257/casent0002257_p_1_high.jpg,data/images/Royidris/casent0002257_p.jpg,True,HTTP 404
casent0002259,Royidris,train,865074977,2002-02-17,https://www.antweb.org/images/casent0002259/casent0002259_p_1_high.jpg,data/images/Royidris/casent0002259_p.jpg,True,HTTP 404
casent0002323,Tanipone,test,865074985,2002-02-13/2002-02-19,https://www.antweb.org/images/casent0002323/casent0002323_p_1_high.jpg,data/images/Tanipone/casent0002323_p.jpg,True,HTTP 404
casent0002370,Royidris,train,865075007,2002-02-21/2002-02-25,https://www.antweb.org/images/casent0002370/casent0002370_p_1_high.jpg,data/images/Royidris/casent0002370_p.jpg,True,HTTP 404
casent0002380,Tanipone,train,865075051,2002-02-21/2002-02-25,https://www.antweb.org/images/casent0002380/casent0002380_d_2_high.jpg,data/images/Tanipone/casent0002380_d.jpg,True,HTTP 404
casent0002420,Royidris,train,865075059,2002-02-21/2002-02-25,https://www.antweb.org/images/casent0002420/casent0002420_p_1_high.jpg,data/images/Royidris/casent0002420_p.jpg,True,HTTP 404
casent0002480,Mystrium,train,865075084,2002-02-27/2002-03-03,https://www.antweb.org/images/casent0002480/casent0002480_p_1_high.jpg,data/images/Mystrium/casent0002480_p.jpg,True,HTTP 404
casent0002488,Tanipone,train,865075077,2002-02-21/2002-02-25,https://www.antweb.org/images/casent0002488/casent0002488_p_1_high.jpg,data/images/Tanipone/casent0002488_p.jpg,True,HTTP 404
casent0002516,Tanipone,train,865075073,2002-02-14,https://www.antweb.org/images/casent0002516/casent0002516_p_1_high.jpg,data/images/Tanipone/casent0002516_p.jpg,True,HTTP 404
casent0002552,Terataner,train,865075121,2002-02-27/2002-03-03,https://www.antweb.org/images/casent0002552/casent0002552_p_1_high.jpg,data/images/Terataner/casent0002552_p.jpg,True,HTTP 404
casent0002590,Tanipone,train,865075128,2002-03-06/2002-03-10,https://www.antweb.org/images/casent0002590/casent0002590_p_1_high.jpg,data/images/Tanipone/casent0002590_p.jpg,True,HTTP 404
casent0002597,Tanipone,train,865075191,2002-03-12/2002-03-16,https://www.antweb.org/images/casent0002597/casent0002597_d_2_high.jpg,data/images/Tanipone/casent0002597_d.jpg,True,HTTP 404
casent0002607,Aphaenogaster,test,865075165,2002-03-12/2002-03-16,https://www.antweb.org/images/casent0002607/casent0002607_p_1_high.jpg,data/images/Aphaenogaster/casent0002607_p.jpg,True,HTTP 404
casent0002644,Nesomyrmex,train,865075211,2002-03-12/2002-03-16,https://www.antweb.org/images/casent0002644/casent0002644_p_1_high.jpg,data/images/Nesomyrmex/casent0002644_p.jpg,True,HTTP 404
casent0002660,Nesomyrmex,test,865075202,2002-03-12/2002-03-16,https://www.antweb.org/images/casent0002660/casent0002660_p_1_high.jpg,data/images/Nesomyrmex/casent0002660_p.jpg,True,HTTP 404
casent0002766,Hypoponera,test,5285530612,1993-11-21,https://www.antweb.org/images/casent0002766/casent0002766_p_1_high.jpg,data/images/Hypoponera/casent0002766_p.jpg,True,HTTP 404
casent0002849,Carebara,test,865075203,1993-12-02,https://www.antweb.org/images/casent0002849/casent0002849_p_1_high.jpg,data/images/Carebara/casent0002849_p.jpg,True,HTTP 404
casent0002850,Carebara,train,865075194,1993-12-02,https://www.antweb.org/images/casent0002850/casent0002850_p_1_high.jpg,data/images/Carebara/casent0002850_p.jpg,True,HTTP 404
casent0003116,Metapone,train,865075314,1998-11-25/1998-12-01,https://www.antweb.org/images/casent0003116/casent0003116_p_1_high.jpg,data/images/Metapone/casent0003116_p.jpg,False,
casent0003117,Metapone,train,865075272,1998-11-25/1998-12-01,https://www.antweb.org/images/casent0003117/casent0003117_p_1_high.jpg,data/images/Metapone/casent0003117_p.jpg,True,HTTP 404
casent0003120,Nesomyrmex,train,865075291,1998-01-14,https://www.antweb.org/images/casent0003120/casent0003120_p_1_high.jpg,data/images/Nesomyrmex/casent0003120_p.jpg,True,HTTP 404
casent0003175,Technomyrmex,test,865075308,1998-11-08,https://www.antweb.org/images/casent0003175/casent0003175_p_1_high.jpg,data/images/Technomyrmex/casent0003175_p.jpg,True,HTTP 404
casent0003236,Malagidris,train,865075452,1998-10-20,https://www.antweb.org/images/casent0003236/casent0003236_p_1_high.jpg,data/images/Malagidris/casent0003236_p.jpg,False,
casent0003239,Strumigenys,train,865075406,1994-11-02,https://www.antweb.org/images/casent0003239/casent0003239_p_1_high.jpg,data/images/Strumigenys/casent0003239_p.jpg,True,HTTP 404
casent0003240,Strumigenys,train,865075432,1993-12-02,https://www.antweb.org/images/casent0003240/casent0003240_p_1_high.jpg,data/images/Strumigenys/casent0003240_p.jpg,True,HTTP 404
casent0003241,Strumigenys,train,865075372,1993-12-02,https://www.antweb.org/images/casent0003241/casent0003241_p_1_high.jpg,data/images/Strumigenys/casent0003241_p.jpg,True,HTTP 404
casent0003242,Strumigenys,train,865075396,1994-11-09,https://www.antweb.org/images/casent0003242/casent0003242_p_1_high.jpg,data/images/Strumigenys/casent0003242_p.jpg,True,HTTP 404
casent0003243,Strumigenys,train,865075423,1975-04-04/1975-04-12,https://www.antweb.org/images/casent0003243/casent0003243_p_1_high.jpg,data/images/Strumigenys/casent0003243_p.jpg,True,HTTP 404
casent0003245,Strumigenys,train,865075447,1998-01-08,https://www.antweb.org/images/casent0003245/casent0003245_p_1_high.jpg,data/images/Strumigenys/casent0003245_p.jpg,True,HTTP 404
casent0003246,Strumigenys,train,865075470,1998-01-12,https://www.antweb.org/images/casent0003246/casent0003246_p_1_high.jpg,data/images/Strumigenys/casent0003246_p.jpg,True,HTTP 404
casent0003280,Mystrium,train,865075363,1993-12-02,https://www.antweb.org/images/casent0003280/casent0003280_p_1_high.jpg,data/images/Mystrium/casent0003280_p.jpg,False,
casent0003281,Mystrium,train,865075388,1993-12-02,https://www.antweb.org/images/casent0003281/casent0003281_p_1_high.jpg,data/images/Mystrium/casent0003281_p.jpg,True,HTTP 404
casent0003306,Proceratium,test,865075449,1969-11-26,https://www.antweb.org/images/casent0003306/casent0003306_p_1_high.jpg,data/images/Proceratium/casent0003306_p.jpg,True,HTTP 404
casent0003307,Mystrium,train,865075476,,https://www.antweb.org/images/casent0003307/casent0003307_p_1_high.jpg,data/images/Mystrium/casent0003307_p.jpg,True,HTTP 404
casent0003308,Mystrium,train,865075361,1896-12-31,https://www.antweb.org/images/casent0003308/casent0003308_p_1_high.jpg,data/images/Mystrium/casent0003308_p.jpg,True,HTTP 404
casent0003309,Mystrium,train,865075384,1899-12-31,https://www.antweb.org/images/casent0003309/casent0003309_p_1_high.jpg,data/images/Mystrium/casent0003309_p.jpg,True,HTTP 404
casent0003310,Mystrium,train,865075407,,https://www.antweb.org/images/casent0003310/casent0003310_p_1_high.jpg,data/images/Mystrium/casent0003310_p.jpg,True,HTTP 404
casent0003327,Monomorium,train,865075393,1998-01-15,https://www.antweb.org/images/casent0003327/casent0003327_p_1_high.jpg,data/images/Monomorium/casent0003327_p.jpg,True,HTTP 404
casent0003672,Camponotus,train,865075642,1992-11-30,https://www.antweb.org/images/casent0003672/casent0003672_p_1_high.jpg,data/images/Camponotus/casent0003672_p.jpg,True,HTTP 404
casent0003673,Camponotus,test,865075683,1992-11-30,https://www.antweb.org/images/casent0003673/casent0003673_p_1_high.jpg,data/images/Camponotus/casent0003673_p.jpg,True,HTTP 404
casent0003730,Prionopelta,train,865075703,1993-09-25,https://www.antweb.org/images/casent0003730/casent0003730_p_1_high.jpg,data/images/Prionopelta/casent0003730_p.jpg,True,HTTP 404
casent0003806,Mystrium,train,865075815,2002-03-12/2002-03-16,https://www.antweb.org/images/casent0003806/casent0003806_p_1_high.jpg,data/images/Mystrium/casent0003806_p.jpg,True,HTTP 404
casent0003814,Leptogenys,train,865075774,2002-03-12/2002-03-16,https://www.antweb.org/images/casent0003814/casent0003814_p_1_high.jpg,data/images/Leptogenys/casent0003814_p.jpg,True,HTTP 404
casent0003992,Monomorium,train,865075867,2002-02-21/2002-02-25,https://www.antweb.org/images/casent0003992/casent0003992_p_1_high.jpg,data/images/Monomorium/casent0003992_p.jpg,True,HTTP 404
casent0004055,Carebara,test,1085679373,1993-10-05,https://www.antweb.org/images/casent0004055/casent0004055_p_1_high.jpg,data/images/Carebara/casent0004055_p.jpg,True,HTTP 404
casent0004292,Pheidole,test,865076088,1997-04-05,https://www.antweb.org/images/casent0004292/casent0004292_p_1_high.jpg,data/images/Pheidole/casent0004292_p.jpg,True,HTTP 404
casent0004339,Stigmatomma,test,865075929,2000-12-05/2000-12-13,https://www.antweb.org/images/casent0004339/casent0004339_p_10_high.jpg,data/images/Stigmatomma/casent0004339_p.jpg,False,
casent0004352,Adetomyrma,train,865076043,2000-12-05/2000-12-13,https://www.antweb.org/images/casent0004352/casent0004352_p_1_high.jpg,data/images/Adetomyrma/casent0004352_p.jpg,True,HTTP 404
casent0004358,Adetomyrma,train,865076259,2000-12-05/2000-12-13,https://www.antweb.org/images/casent0004358/casent0004358_p_1_high.jpg,data/images/Adetomyrma/casent0004358_p.jpg,True,HTTP 404
casent0004369,Strumigenys,train,865076247,1992-11-17,https://www.antweb.org/images/casent0004369/casent0004369_p_1_high.jpg,data/images/Strumigenys/casent0004369_p.jpg,False,
casent0004370,Strumigenys,train,865076262,1994-11-10,https://www.antweb.org/images/casent0004370/casent0004370_p_1_high.jpg,data/images/Strumigenys/casent0004370_p.jpg,True,HTTP 404
casent0004511,Tanipone,test,865076181,1994-12-04,https://www.antweb.org/images/casent0004511/casent0004511_p_1_high.jpg,data/images/Tanipone/casent0004511_p.jpg,True,HTTP 404
casent0004512,Simopone,train,865076226,1998-10-11/1998-10-17,https://www.antweb.org/images/casent0004512/casent0004512_p_1_high.jpg,data/images/Simopone/casent0004512_p.jpg,True,HTTP 404
casent0004528,Metapone,test,865076288,2002-01-12/2002-01-16,https://www.antweb.org/images/casent0004528/casent0004528_p_1_high.jpg,data/images/Metapone/casent0004528_p.jpg,True,HTTP 404
casent0004529,Metapone,train,865075963,2002-01-12/2002-01-16,https://www.antweb.org/images/casent0004529/casent0004529_p_10_high.jpg,data/images/Metapone/casent0004529_p.jpg,True,HTTP 404
casent0004530,Metapone,train,865075987,2002-01-12/2002-01-16,https://www.antweb.org/images/casent0004530/casent0004530_p_1_high.jpg,data/images/Metapone/casent0004530_p.jpg,True,HTTP 404
casent0004543,Simopone,test,865076245,1994-11-03/1994-11-12,https://www.antweb.org/images/casent0004543/casent0004543_p_1_high.jpg,data/images/Simopone/casent0004543_p.jpg,True,HTTP 404
casent0004544,Simopone,train,865076295,1994-10-20,https://www.antweb.org/images/casent0004544/casent0004544_p_1_high.jpg,data/images/Simopone/casent0004544_p.jpg,True,HTTP 404
casent0004545,Simopone,train,865075936,1994-10-27,https://www.antweb.org/images/casent0004545/casent0004545_p_1_high.jpg,data/images/Simopone/casent0004545_p.jpg,True,HTTP 404
casent0004549,Simopone,test,865076152,1993-09-24,https://www.antweb.org/images/casent0004549/casent0004549_p_1_high.jpg,data/images/Simopone/casent0004549_p.jpg,True,HTTP 404
casent0004550,Simopone,train,865076202,1992-11-15,https://www.antweb.org/images/casent0004550/casent0004550_p_1_high.jpg,data/images/Simopone/casent0004550_p.jpg,True,HTTP 404
casent0005445,Strumigenys,test,865076415,1993-11-21,https://www.antweb.org/images/casent0005445/casent0005445_p_1_high.jpg,data/images/Strumigenys/casent0005445_p.jpg,True,HTTP 404
casent0005446,Strumigenys,train,865076442,1993-11-21,https://www.antweb.org/images/casent0005446/casent0005446_p_1_high.jpg,data/images/Strumigenys/casent0005446_p.jpg,True,HTTP 404
casent0005447,Strumigenys,train,865076465,1993-11-21,https://www.antweb.org/images/casent0005447/casent0005447_p_1_high.jpg,data/images/Strumigenys/casent0005447_p.jpg,True,HTTP 404
casent0005448,Strumigenys,test,865076485,1993-09-25,https://www.antweb.org/images/casent0005448/casent0005448_p_1_high.jpg,data/images/Strumigenys/casent0005448_p.jpg,True,HTTP 404
casent0005449,Strumigenys,train,865076437,1993-09-25,https://www.antweb.org/images/casent0005449/casent0005449_p_1_high.jpg,data/images/Strumigenys/casent0005449_p.jpg,True,HTTP 404
casent0005450,Strumigenys,train,865076470,1993-09-25,https://www.antweb.org/images/casent0005450/casent0005450_p_1_high.jpg,data/images/Strumigenys/casent0005450_p.jpg,True,HTTP 404
casent0005451,Strumigenys,train,865076491,1994-11-07,https://www.antweb.org/images/casent0005451/casent0005451_p_1_high.jpg,data/images/Strumigenys/casent0005451_p.jpg,True,HTTP 404
casent0005453,Strumigenys,test,865076447,1992-11-30,https://www.antweb.org/images/casent0005453/casent0005453_p_1_high.jpg,data/images/Strumigenys/casent0005453_p.jpg,True,HTTP 404
casent0005454,Strumigenys,train,865076472,1993-10-09,https://www.antweb.org/images/casent0005454/casent0005454_p_1_high.jpg,data/images/Strumigenys/casent0005454_p.jpg,True,HTTP 404
casent0005455,Strumigenys,train,865076497,1991-01-07,https://www.antweb.org/images/casent0005455/casent0005455_p_1_high.jpg,data/images/Strumigenys/casent0005455_p.jpg,True,HTTP 404
casent0005456,Strumigenys,train,865076495,1993-11-14,https://www.antweb.org/images/casent0005456/casent0005456_p_1_high.jpg,data/images/Strumigenys/casent0005456_p.jpg,True,HTTP 404
casent0005457,Strumigenys,train,865076524,1994-11-16,https://www.antweb.org/images/casent0005457/casent0005457_p_1_high.jpg,data/images/Strumigenys/casent0005457_p.jpg,True,HTTP 404
casent0005458,Strumigenys,train,865076476,1994-11-16,https://www.antweb.org/images/casent0005458/casent0005458_p_1_high.jpg,data/images/Strumigenys/casent0005458_p.jpg,True,HTTP 404
casent0005459,Strumigenys,train,865076502,1994-11-16,https://www.antweb.org/images/casent0005459/casent0005459_p_1_high.jpg,data/images/Strumigenys/casent0005459_p.jpg,True,HTTP 404
casent0005461,Strumigenys,train,865076532,1998-01-11,https://www.antweb.org/images/casent0005461/casent0005461_p_1_high.jpg,data/images/Strumigenys/casent0005461_p.jpg,True,HTTP 404
casent0005462,Strumigenys,train,865076496,1993-09-25,https://www.antweb.org/images/casent0005462/casent0005462_p_1_high.jpg,data/images/Strumigenys/casent0005462_p.jpg,True,HTTP 404
casent0005463,Strumigenys,train,865076520,1993-09-25,https://www.antweb.org/images/casent0005463/casent0005463_p_1_high.jpg,data/images/Strumigenys/casent0005463_p.jpg,True,HTTP 404
casent0005464,Strumigenys,train,865076473,1993-09-25,https://www.antweb.org/images/casent0005464/casent0005464_p_1_high.jpg,data/images/Strumigenys/casent0005464_p.jpg,True,HTTP 404
casent0005465,Strumigenys,train,865076499,1993-10-15,https://www.antweb.org/images/casent0005465/casent0005465_p_1_high.jpg,data/images/Strumigenys/casent0005465_p.jpg,True,HTTP 404
casent0005466,Strumigenys,train,865076467,1993-10-15,https://www.antweb.org/images/casent0005466/casent0005466_p_1_high.jpg,data/images/Strumigenys/casent0005466_p.jpg,True,HTTP 404
casent0005467,Strumigenys,test,865076492,1993-10-05,https://www.antweb.org/images/casent0005467/casent0005467_p_1_high.jpg,data/images/Strumigenys/casent0005467_p.jpg,True,HTTP 404
casent0005468,Strumigenys,train,865076508,1993-11-21,https://www.antweb.org/images/casent0005468/casent0005468_p_1_high.jpg,data/images/Strumigenys/casent0005468_p.jpg,True,HTTP 404
casent0005469,Strumigenys,train,865076530,1993-11-21,https://www.antweb.org/images/casent0005469/casent0005469_p_1_high.jpg,data/images/Strumigenys/casent0005469_p.jpg,True,HTTP 404
casent0005470,Strumigenys,train,865076518,1993-11-21,https://www.antweb.org/images/casent0005470/casent0005470_p_1_high.jpg,data/images/Strumigenys/casent0005470_p.jpg,True,HTTP 404
casent0005471,Strumigenys,train,865076543,1993-11-21,https://www.antweb.org/images/casent0005471/casent0005471_p_1_high.jpg,data/images/Strumigenys/casent0005471_p.jpg,True,HTTP 404
casent0005472,Strumigenys,train,865076468,1998-01-12,https://www.antweb.org/images/casent0005472/casent0005472_p_1_high.jpg,data/images/Strumigenys/casent0005472_p.jpg,True,HTTP 404
casent0005473,Strumigenys,train,865076489,1998-01-12,https://www.antweb.org/images/casent0005473/casent0005473_p_1_high.jpg,data/images/Strumigenys/casent0005473_p.jpg,True,HTTP 404
casent0005474,Strumigenys,train,865076534,1998-01-12,https://www.antweb.org/images/casent0005474/casent0005474_p_1_high.jpg,data/images/Strumigenys/casent0005474_p.jpg,True,HTTP 404
casent0005478,Strumigenys,test,865076513,1993-12-02,https://www.antweb.org/images/casent0005478/casent0005478_p_1_high.jpg,data/images/Strumigenys/casent0005478_p.jpg,True,HTTP 404
casent0005479,Strumigenys,train,865076498,1993-12-02,https://www.antweb.org/images/casent0005479/casent0005479_p_1_high.jpg,data/images/Strumigenys/casent0005479_p.jpg,True,HTTP 404
casent0005480,Strumigenys,train,865076521,1993-12-02,https://www.antweb.org/images/casent0005480/casent0005480_p_1_high.jpg,data/images/Strumigenys/casent0005480_p.jpg,True,HTTP 404
casent0005481,Strumigenys,test,865076538,1993-12-02,https://www.antweb.org/images/casent0005481/casent0005481_p_1_high.jpg,data/images/Strumigenys/casent0005481_p.jpg,True,HTTP 404
casent0005483,Strumigenys,train,865076516,1997-04-23,https://www.antweb.org/images/casent0005483/casent0005483_p_1_high.jpg,data/images/Strumigenys/casent0005483_p.jpg,True,HTTP 404
casent0005484,Strumigenys,train,865076525,1993-02-17,https://www.antweb.org/images/casent0005484/casent0005484_p_1_high.jpg,data/images/Strumigenys/casent0005484_p.jpg,True,HTTP 404
casent0005485,Strumigenys,test,865076511,1993-02-17,https://www.antweb.org/images/casent0005485/casent0005485_p_1_high.jpg,data/images/Strumigenys/casent0005485_p.jpg,True,HTTP 404
casent0005486,Strumigenys,train,865076509,1993-02-17,https://www.antweb.org/images/casent0005486/casent0005486_p_1_high.jpg,data/images/Strumigenys/casent0005486_p.jpg,True,HTTP 404
casent0005487,Strumigenys,test,865076531,1994-11-16,https://www.antweb.org/images/casent0005487/casent0005487_p_1_high.jpg,data/images/Strumigenys/casent0005487_p.jpg,True,HTTP 404
casent0005488,Strumigenys,test,865076526,1994-11-16,https://www.antweb.org/images/casent0005488/casent0005488_p_1_high.jpg,data/images/Strumigenys/casent0005488_p.jpg,True,HTTP 404
casent0005489,Strumigenys,train,865076558,1994-11-16,https://www.antweb.org/images/casent0005489/casent0005489_p_1_high.jpg,data/images/Strumigenys/casent0005489_p.jpg,True,HTTP 404
casent0005490,Strumigenys,train,865076542,1993-09-25,https://www.antweb.org/images/casent0005490/casent0005490_p_1_high.jpg,data/images/Strumigenys/casent0005490_p.jpg,True,HTTP 404
casent0005492,Strumigenys,test,865076548,1994-10-19,https://www.antweb.org/images/casent0005492/casent0005492_p_1_high.jpg,data/images/Strumigenys/casent0005492_p.jpg,True,HTTP 404
casent0005493,Strumigenys,train,865076519,1998-11-08,https://www.antweb.org/images/casent0005493/casent0005493_p_1_high.jpg,data/images/Strumigenys/casent0005493_p.jpg,True,HTTP 404
casent0005494,Strumigenys,train,865076528,1998-11-08,https://www.antweb.org/images/casent0005494/casent0005494_p_1_high.jpg,data/images/Strumigenys/casent0005494_p.jpg,True,HTTP 404
casent0005495,Strumigenys,train,865076523,1998-11-08,https://www.antweb.org/images/casent0005495/casent0005495_p_1_high.jpg,data/images/Strumigenys/casent0005495_p.jpg,True,HTTP 404
casent0005496,Strumigenys,train,865076540,1998-11-08,https://www.antweb.org/images/casent0005496/casent0005496_p_1_high.jpg,data/images/Strumigenys/casent0005496_p.jpg,True,HTTP 404
casent0005497,Strumigenys,train,865076527,1994-11-10,https://www.antweb.org/images/casent0005497/casent0005497_p_1_high.jpg,data/images/Strumigenys/casent0005497_p.jpg,True,HTTP 404
